sample_index,sample_id,source_cube,label,max_absolute_difference,mean_absolute_difference,rmse,absolute_tolerance,within_tolerance
910,5-2/21,5-2,5,2.030716381717923e-07,4.7771450569285136e-08,6.136999240614224e-08,1e-05,1
911,5-2/22,5-2,5,1.7711633371053637e-07,3.684101347685743e-08,4.6556504032899586e-08,1e-05,1
912,5-2/23,5-2,5,1.4812988680112937e-07,4.054205405743935e-08,4.9791093921604145e-08,1e-05,1
913,5-2/24,5-2,5,1.623178479404075e-07,3.5383399204378116e-08,4.549551244302252e-08,1e-05,1
914,5-2/25,5-2,5,1.697117467669429e-07,3.361861956987556e-08,4.351921377719964e-08,1e-05,1
915,5-2/26,5-2,5,1.3761660633271333e-07,3.609461943802027e-08,4.540032353304349e-08,1e-05,1
916,5-2/27,5-2,5,1.6138016489808393e-07,3.098448679671779e-08,4.114442103734634e-08,1e-05,1
917,5-2/28,5-2,5,1.5086534443931043e-07,3.2302461080707554e-08,4.205283479490432e-08,1e-05,1
918,5-2/29,5-2,5,1.420408994867728e-07,3.892393602190194e-08,4.8834102870802854e-08,1e-05,1
919,5-2/30,5-2,5,1.4738603038022546e-07,3.2504367344382896e-08,4.2996128473602906e-08,1e-05,1
920,5-2/31,5-2,5,2.099291345203369e-07,4.634273860408233e-08,6.001220653950101e-08,1e-05,1
921,5-2/32,5-2,5,2.0533191913418847e-07,3.7917900674894766e-08,4.915833214292733e-08,1e-05,1
922,5-2/33,5-2,5,1.7746946834318322e-07,3.543655959826549e-08,4.503613349925428e-08,1e-05,1
923,5-2/34,5-2,5,1.913811783493813e-07,3.483952490404846e-08,4.5536249064096507e-08,1e-05,1
924,5-2/35,5-2,5,1.679206718119275e-07,3.469133988579577e-08,4.47455494711014e-08,1e-05,1
925,5-2/36,5-2,5,1.4835226824772008e-07,3.3742908499222436e-08,4.464251893003759e-08,1e-05,1
926,5-2/37,5-2,5,1.0566277941492785e-07,2.5653271673586886e-08,3.2648424525596e-08,1e-05,1
927,5-2/38,5-2,5,1.7020722942184818e-07,3.4821043443922e-08,4.504360056471595e-08,1e-05,1
928,5-2/39,5-2,5,1.760908793224658e-07,3.2078867224267464e-08,4.1962315762317695e-08,1e-05,1
929,5-2/40,5-2,5,1.4103901591067114e-07,3.6196524358180134e-08,4.620022464916321e-08,1e-05,1
930,5-2/41,5-2,5,1.6639630007198036e-07,3.57404717192165e-08,4.670147010252969e-08,1e-05,1
931,5-2/42,5-2,5,1.504536593088801e-07,3.651152362238112e-08,4.602516778930576e-08,1e-05,1
932,5-2/43,5-2,5,1.598854322271137e-07,4.2779811904943094e-08,5.4523273298259295e-08,1e-05,1
933,5-2/44,5-2,5,1.8765735354531188e-07,3.890675771932901e-08,4.974634181859659e-08,1e-05,1
934,5-2/45,5-2,5,1.6520608148162808e-07,3.5133633117738626e-08,4.555502914182525e-08,1e-05,1
935,5-2/46,5-2,5,1.7916047279076253e-07,3.7537117703838925e-08,4.7398522180859785e-08,1e-05,1
936,5-2/47,5-2,5,1.6579350192724718e-07,3.4681785903615556e-08,4.507488997793732e-08,1e-05,1
937,5-2/48,5-2,5,1.7361903392743017e-07,3.21647186153147e-08,4.220605646146789e-08,1e-05,1
938,5-2/49,5-2,5,1.5389723806435995e-07,3.462968293173528e-08,4.427359607277785e-08,1e-05,1
939,5-2/50,5-2,5,1.758105998561632e-07,3.30048579910419e-08,4.257256837113655e-08,1e-05,1
940,5-2/51,5-2,5,1.4409914084190234e-07,3.5766629934407926e-08,4.6247165958471785e-08,1e-05,1
941,5-2/52,5-2,5,1.3631555551008034e-07,3.3016565718658084e-08,4.2648373360240494e-08,1e-05,1
942,5-2/53,5-2,5,1.6109363409899657e-07,3.800951340774247e-08,4.800709563751055e-08,1e-05,1
943,5-2/54,5-2,5,1.5941716879908086e-07,3.732867159355148e-08,4.703328188320491e-08,1e-05,1
944,5-2/55,5-2,5,1.3244476226859092e-07,3.321500894323758e-08,4.226674198666332e-08,1e-05,1
945,5-2/56,5-2,5,1.506081647173474e-07,3.444603794745334e-08,4.401333844171251e-08,1e-05,1
946,5-2/57,5-2,5,1.299247314179297e-07,3.523065948398843e-08,4.390815232563294e-08,1e-05,1
947,5-2/58,5-2,5,1.4124398550752204e-07,3.202285746238797e-08,4.132863690311502e-08,1e-05,1
948,5-2/59,5-2,5,1.4511224311064552e-07,3.3140375752595234e-08,4.2341797191094664e-08,1e-05,1
949,5-2/60,5-2,5,1.2821207462376805e-07,3.096053602550454e-08,3.832169614121024e-08,1e-05,1
950,5-2/61,5-2,5,1.747314245514886e-07,3.814985750278966e-08,5.0069370837389605e-08,1e-05,1
951,5-2/62,5-2,5,1.502174865608552e-07,3.7399022966804514e-08,4.834891934086603e-08,1e-05,1
952,5-2/63,5-2,5,1.5797059216282605e-07,3.4968381669583997e-08,4.435828489286493e-08,1e-05,1
953,5-2/64,5-2,5,1.518016170543035e-07,3.5350627101886047e-08,4.433624200932785e-08,1e-05,1
954,5-2/65,5-2,5,1.4716670648784458e-07,3.679131453490013e-08,4.6032276873435196e-08,1e-05,1
955,5-2/66,5-2,5,1.8237098542428498e-07,3.4743543512987796e-08,4.667227129729483e-08,1e-05,1
956,5-2/67,5-2,5,1.6412463776926955e-07,3.5276218333340255e-08,4.52249572922608e-08,1e-05,1
957,5-2/68,5-2,5,1.7116654549287347e-07,3.480801091407645e-08,4.586868011238452e-08,1e-05,1
958,5-2/69,5-2,5,1.7405384122870515e-07,3.6132306515968446e-08,4.718938533689848e-08,1e-05,1
959,5-2/70,5-2,5,1.1162645019435757e-07,2.7766706105865886e-08,3.5513610464297005e-08,1e-05,1
960,5-2/71,5-2,5,1.5403851016948522e-07,3.993809809849884e-08,5.1377782690159416e-08,1e-05,1
961,5-2/72,5-2,5,1.3968097845040717e-07,3.177278991125453e-08,4.1284584012601384e-08,1e-05,1
962,5-2/73,5-2,5,1.3685089461645816e-07,3.010380612986142e-08,3.7848040998073826e-08,1e-05,1
963,5-2/74,5-2,5,2.0279087342700564e-07,4.1071880106969396e-08,5.2398516079776464e-08,1e-05,1
964,5-2/75,5-2,5,1.5489960925041402e-07,3.5534569233537054e-08,4.5747813857024896e-08,1e-05,1
965,5-2/76,5-2,5,1.5092662097870857e-07,3.607006758413133e-08,4.602645114239957e-08,1e-05,1
966,5-2/77,5-2,5,1.3727130265817067e-07,2.8608939361792695e-08,3.691748306068102e-08,1e-05,1
967,5-2/78,5-2,5,1.679767257511955e-07,3.232539830694723e-08,4.275907577234137e-08,1e-05,1
968,5-2/79,5-2,5,1.7163136045716954e-07,3.962722174875101e-08,5.0555926778748317e-08,1e-05,1
969,5-2/80,5-2,5,1.661320953028067e-07,3.4286258439093406e-08,4.378123572128092e-08,1e-05,1
970,6-1/1,6-1,6,1.5940608089071162e-07,4.356735348493692e-08,5.5269125988161415e-08,1e-05,1
971,6-1/2,6-1,6,1.6342054220963576e-07,3.853998542680322e-08,4.982173012228839e-08,1e-05,1
972,6-1/3,6-1,6,1.4231049783042238e-07,3.648769121510331e-08,4.6005961239748486e-08,1e-05,1
973,6-1/4,6-1,6,1.3572892887392385e-07,3.5909486378768964e-08,4.569944778896685e-08,1e-05,1
974,6-1/5,6-1,6,1.673093611431753e-07,3.587436666196873e-08,4.6226713965881224e-08,1e-05,1
975,6-1/6,6-1,6,1.4144757054523893e-07,3.2673184774939184e-08,4.172844102682924e-08,1e-05,1
976,6-1/7,6-1,6,1.4592234665045112e-07,3.8010848454894663e-08,4.8176709264803243e-08,1e-05,1
977,6-1/8,6-1,6,1.435432961383043e-07,3.326640294581169e-08,4.343556287389396e-08,1e-05,1
978,6-1/9,6-1,6,1.6670129476814566e-07,4.108222931881971e-08,5.0915713502781455e-08,1e-05,1
979,6-1/10,6-1,6,1.3251906461064777e-07,3.2875114855589e-08,4.171575590190643e-08,1e-05,1
980,6-1/11,6-1,6,1.6894250221000107e-07,3.999105013113846e-08,5.0672295988515954e-08,1e-05,1
981,6-1/12,6-1,6,1.2923711478762812e-07,3.481097544788196e-08,4.391655999986548e-08,1e-05,1
982,6-1/13,6-1,6,2.5202559505999034e-07,4.960218277329883e-08,6.347499407861736e-08,1e-05,1
983,6-1/14,6-1,6,1.4248248103587713e-07,3.7880724665741584e-08,4.7209736844874885e-08,1e-05,1
984,6-1/15,6-1,6,1.4284561444810606e-07,3.1090650391781304e-08,4.0252517151639066e-08,1e-05,1
985,6-1/16,6-1,6,2.103000034114899e-07,3.762036359177132e-08,4.7941195587032424e-08,1e-05,1
986,6-1/17,6-1,6,1.6234658462010998e-07,3.526069344485097e-08,4.5048823924680274e-08,1e-05,1
987,6-1/18,6-1,6,1.555994935120708e-07,3.239482032298549e-08,4.1347381315605765e-08,1e-05,1
988,6-1/19,6-1,6,1.381962526636471e-07,3.230230117786262e-08,4.134136482867347e-08,1e-05,1
989,6-1/20,6-1,6,1.5143145859486395e-07,3.4159865865815145e-08,4.3499419435915834e-08,1e-05,1
990,6-1/21,6-1,6,1.758716664523874e-07,3.6499419096382806e-08,4.755175212651657e-08,1e-05,1
991,6-1/22,6-1,6,1.7272626495756782e-07,3.577224377812321e-08,4.528434129827282e-08,1e-05,1
992,6-1/23,6-1,6,1.3883956140325893e-07,3.046197599352726e-08,3.9102627402177675e-08,1e-05,1
993,6-1/24,6-1,6,1.566292460175589e-07,3.5832608362344444e-08,4.6175185358874484e-08,1e-05,1
994,6-1/25,6-1,6,1.3836792522869956e-07,3.525688593782022e-08,4.5745267501638964e-08,1e-05,1
995,6-1/26,6-1,6,1.6802833191498223e-07,3.78263587625224e-08,4.8054249239733477e-08,1e-05,1
996,6-1/27,6-1,6,1.7392830753415467e-07,3.5200815180655944e-08,4.5506465969000705e-08,1e-05,1
997,6-1/28,6-1,6,1.4524710756358417e-07,3.6291236566635984e-08,4.5898696969534236e-08,1e-05,1
998,6-1/29,6-1,6,1.3313560831562654e-07,3.187848073809325e-08,4.134883146971831e-08,1e-05,1
999,6-1/30,6-1,6,2.0944201373218618e-07,4.160651165093719e-08,5.3461407454770036e-08,1e-05,1
1000,6-1/31,6-1,6,1.615692675205338e-07,3.447624985625004e-08,4.407588882091247e-08,1e-05,1
1001,6-1/32,6-1,6,1.6027834393028684e-07,3.6674361152688966e-08,4.727013403331929e-08,1e-05,1
1002,6-1/33,6-1,6,1.4379330681713043e-07,3.457896517407724e-08,4.3236100954030225e-08,1e-05,1
1003,6-1/34,6-1,6,1.249340292330814e-07,2.93740836672753e-08,3.716461034439831e-08,1e-05,1
1004,6-1/35,6-1,6,1.68879826456525e-07,3.234568477361475e-08,4.08922084140664e-08,1e-05,1
1005,6-1/36,6-1,6,1.3670195730952628e-07,3.039524515909196e-08,3.7655750977714034e-08,1e-05,1
1006,6-1/37,6-1,6,1.4423414007591617e-07,3.701060531360481e-08,4.701484008986551e-08,1e-05,1
1007,6-1/38,6-1,6,1.3515353247672834e-07,3.497895538028352e-08,4.3861209210866955e-08,1e-05,1
1008,6-1/39,6-1,6,1.4431370931600185e-07,3.554848997862093e-08,4.5751688230641035e-08,1e-05,1
1009,6-1/40,6-1,6,1.6042526695958514e-07,3.4657978654359664e-08,4.3847179880773317e-08,1e-05,1
1010,6-1/41,6-1,6,2.562211008916293e-07,4.781855119809616e-08,6.240742988109855e-08,1e-05,1
1011,6-1/42,6-1,6,1.798976552169762e-07,3.850901599074564e-08,4.884893550397205e-08,1e-05,1
1012,6-1/43,6-1,6,1.7342307101486654e-07,3.854924275300134e-08,4.83763991461916e-08,1e-05,1
1013,6-1/44,6-1,6,1.6251180934290232e-07,3.6390946329049795e-08,4.621992779039628e-08,1e-05,1
1014,6-1/45,6-1,6,1.4118218838454766e-07,3.367918214991154e-08,4.3576235937015e-08,1e-05,1
1015,6-1/46,6-1,6,1.3113021801736124e-07,2.9921852681238186e-08,3.774144445477235e-08,1e-05,1
1016,6-1/47,6-1,6,1.77330001460696e-07,3.2907414486670996e-08,4.312347968189832e-08,1e-05,1
1017,6-1/48,6-1,6,1.4661227287771084e-07,3.507068950299084e-08,4.6217002198907156e-08,1e-05,1
1018,6-1/49,6-1,6,1.9916674010023172e-07,3.8159656073049824e-08,4.884378562831309e-08,1e-05,1
1019,6-1/50,6-1,6,1.279207378912517e-07,3.632725316280404e-08,4.5552491026768846e-08,1e-05,1
1020,6-1/51,6-1,6,1.3092644235435102e-07,3.534087320195907e-08,4.4854090771908644e-08,1e-05,1
1021,6-1/52,6-1,6,1.4160972749976963e-07,3.3605626646103534e-08,4.313826474373889e-08,1e-05,1
1022,6-1/53,6-1,6,1.7659889639531912e-07,4.011656151247191e-08,5.3015225450449664e-08,1e-05,1
1023,6-1/54,6-1,6,1.343749687077178e-07,3.567164523261466e-08,4.5186907017092244e-08,1e-05,1
1024,6-1/55,6-1,6,1.5385448903781906e-07,2.9931092003272394e-08,3.879818459098658e-08,1e-05,1
1025,6-1/56,6-1,6,1.3113021846145045e-07,3.356265090380763e-08,4.2583618433115716e-08,1e-05,1
1026,6-1/57,6-1,6,1.770754659569107e-07,4.228246724685578e-08,5.3540778603900555e-08,1e-05,1
1027,6-1/58,6-1,6,1.2578108399274868e-07,3.038753021547037e-08,3.8454000729203664e-08,1e-05,1
1028,6-1/59,6-1,6,1.3059300918438765e-07,3.523412651691336e-08,4.4332333572129595e-08,1e-05,1
1029,6-1/60,6-1,6,1.5911939232893246e-07,3.703612161427017e-08,4.6857369716082966e-08,1e-05,1
1030,6-1/61,6-1,6,1.7464160961822017e-07,3.962397422546897e-08,5.091267467933582e-08,1e-05,1
1031,6-1/62,6-1,6,1.8130611467714886e-07,3.601052145632385e-08,4.609287226410484e-08,1e-05,1
1032,6-1/63,6-1,6,1.6172268912928445e-07,3.5768965377046525e-08,4.5668555156203533e-08,1e-05,1
1033,6-1/64,6-1,6,1.4557288197103446e-07,3.59413269006264e-08,4.569195427151044e-08,1e-05,1
1034,6-1/65,6-1,6,2.1769765157220178e-07,3.3245042726521074e-08,4.3823717484130616e-08,1e-05,1
1035,6-1/66,6-1,6,1.5601434366629974e-07,3.6572404980867456e-08,4.614340424176671e-08,1e-05,1
1036,6-1/67,6-1,6,1.3888271788164985e-07,3.7787820280026455e-08,4.753231406568205e-08,1e-05,1
1037,6-1/68,6-1,6,1.6261476298851107e-07,3.343940093405372e-08,4.3631604869596075e-08,1e-05,1
1038,6-1/69,6-1,6,1.512356657684677e-07,2.9300775529370558e-08,3.858770810463455e-08,1e-05,1
1039,6-1/70,6-1,6,1.4943534165645644e-07,3.481465564447728e-08,4.535062078488506e-08,1e-05,1
1040,6-1/71,6-1,6,1.6894561605251823e-07,3.696604204542152e-08,4.731886491492239e-08,1e-05,1
1041,6-1/72,6-1,6,2.0036076542329084e-07,4.044432415447086e-08,5.1402334742706804e-08,1e-05,1
1042,6-1/73,6-1,6,1.5281397747202163e-07,3.526258603949207e-08,4.47502422961475e-08,1e-05,1
1043,6-1/74,6-1,6,1.359035363135419e-07,3.59235462963982e-08,4.626060749966169e-08,1e-05,1
1044,6-1/75,6-1,6,1.322340078546702e-07,2.8137627279177087e-08,3.598627756911755e-08,1e-05,1
1045,6-1/76,6-1,6,1.7188489453978661e-07,4.208342610529392e-08,5.285539319856762e-08,1e-05,1
1046,6-1/77,6-1,6,1.8141572455387944e-07,3.681967354944157e-08,4.647206427868477e-08,1e-05,1
1047,6-1/78,6-1,6,1.3382204133716158e-07,2.958111025815709e-08,3.818229138390291e-08,1e-05,1
1048,6-1/79,6-1,6,1.2404447458091994e-07,3.671040240897791e-08,4.5280928190496456e-08,1e-05,1
1049,6-1/80,6-1,6,1.6579682771133974e-07,3.5484780971022006e-08,4.6086229347919217e-08,1e-05,1
1050,6-2/1,6-2,6,1.9322307620583956e-07,4.4392385268191177e-08,5.714314104873292e-08,1e-05,1
1051,6-2/2,6-2,6,1.574322124886507e-07,3.372431241352504e-08,4.2945799063032696e-08,1e-05,1
1052,6-2/3,6-2,6,1.514951391001773e-07,3.572498489325087e-08,4.5658862741535405e-08,1e-05,1
1053,6-2/4,6-2,6,1.5664100627699185e-07,3.558366882343544e-08,4.5190425876178977e-08,1e-05,1
1054,6-2/5,6-2,6,2.333592988845723e-07,4.134904852642103e-08,5.357612226788003e-08,1e-05,1
1055,6-2/6,6-2,6,1.4966970729446416e-07,3.8115813878152645e-08,4.7367196863367176e-08,1e-05,1
1056,6-2/7,6-2,6,1.7302499355498213e-07,3.626237286750677e-08,4.680237146063149e-08,1e-05,1
1057,6-2/8,6-2,6,1.6460051899258588e-07,3.374984351470948e-08,4.34486852988662e-08,1e-05,1
1058,6-2/9,6-2,6,1.7223420101242226e-07,3.633268816176853e-08,4.688877605596468e-08,1e-05,1
1059,6-2/10,6-2,6,1.89534194117158e-07,3.756466566718251e-08,4.8479258924717346e-08,1e-05,1
1060,6-2/11,6-2,6,2.0883221518719353e-07,4.770032591493309e-08,6.159750417242755e-08,1e-05,1
1061,6-2/12,6-2,6,1.715687582004577e-07,3.86335716585379e-08,4.9495994554293014e-08,1e-05,1
1062,6-2/13,6-2,6,1.605766920542706e-07,3.6419308294037246e-08,4.6866027379315756e-08,1e-05,1
1063,6-2/14,6-2,6,1.6962895599270666e-07,3.5827097660755515e-08,4.5996268218627856e-08,1e-05,1
1064,6-2/15,6-2,6,1.8562000103639065e-07,3.562267742803023e-08,4.5538329018237304e-08,1e-05,1
1065,6-2/16,6-2,6,1.8038800086994655e-07,3.6967268864946174e-08,4.75137443178492e-08,1e-05,1
1066,6-2/17,6-2,6,1.3636820284101958e-07,3.486421704297156e-08,4.512101083961305e-08,1e-05,1
1067,6-2/18,6-2,6,1.423795460420152e-07,3.838194758888494e-08,4.7743377510227955e-08,1e-05,1
1068,6-2/19,6-2,6,1.4363308642462158e-07,3.636532929433748e-08,4.511913351428458e-08,1e-05,1
1069,6-2/20,6-2,6,1.468342732957595e-07,3.2127547845309645e-08,4.26549306054627e-08,1e-05,1
1070,6-2/21,6-2,6,1.589900676668421e-07,3.531287390534201e-08,4.4547320675927876e-08,1e-05,1
1071,6-2/22,6-2,6,1.9102674186921575e-07,4.272268412369604e-08,5.4480237925984195e-08,1e-05,1
1072,6-2/23,6-2,6,1.6573238681427682e-07,3.492845433249549e-08,4.502414786530654e-08,1e-05,1
1073,6-2/24,6-2,6,1.4684854043878204e-07,4.1490349183820217e-08,5.2136193201171916e-08,1e-05,1
1074,6-2/25,6-2,6,1.4180451457512788e-07,3.4934099871095594e-08,4.601306312149477e-08,1e-05,1
1075,6-2/26,6-2,6,1.5473365788665205e-07,3.256542343299755e-08,4.164967555438779e-08,1e-05,1
1076,6-2/27,6-2,6,1.7833518217713618e-07,3.504157480466854e-08,4.634386680900942e-08,1e-05,1
1077,6-2/28,6-2,6,1.8817592006836747e-07,4.3243857590749045e-08,5.544469439490826e-08,1e-05,1
1078,6-2/29,6-2,6,1.425509686958648e-07,3.5901176044772046e-08,4.6597301505858694e-08,1e-05,1
1079,6-2/30,6-2,6,1.551821370293638e-07,3.607164803517914e-08,4.5353201745596587e-08,1e-05,1
1080,6-2/31,6-2,6,1.5601777214602208e-07,3.694746383629736e-08,4.7041512074258904e-08,1e-05,1
1081,6-2/32,6-2,6,1.8202791063348656e-07,4.2164800348097186e-08,5.440702365209658e-08,1e-05,1
1082,6-2/33,6-2,6,1.637427975431649e-07,3.432863535328769e-08,4.452311593685052e-08,1e-05,1
1083,6-2/34,6-2,6,2.1675148509370246e-07,4.141606389020085e-08,5.366243021823724e-08,1e-05,1
1084,6-2/35,6-2,6,1.443656230115664e-07,3.7121663591541633e-08,4.580967954611934e-08,1e-05,1
1085,6-2/36,6-2,6,1.9601527490031856e-07,3.5287953949787136e-08,4.436818420742317e-08,1e-05,1
1086,6-2/37,6-2,6,1.482341602798698e-07,3.771545158919627e-08,4.665975673224845e-08,1e-05,1
1087,6-2/38,6-2,6,1.8570698800957075e-07,3.670235856532553e-08,4.7692802609848395e-08,1e-05,1
1088,6-2/39,6-2,6,1.3910596929900265e-07,3.526194977676589e-08,4.550045504330902e-08,1e-05,1
1089,6-2/40,6-2,6,1.4129960701492195e-07,3.344258323456526e-08,4.338112578926605e-08,1e-05,1
1090,6-2/41,6-2,6,1.9703891385169925e-07,4.328927947723918e-08,5.4815640887372644e-08,1e-05,1
1091,6-2/42,6-2,6,1.898564795377311e-07,4.544934193508015e-08,5.7748309408436426e-08,1e-05,1
1092,6-2/43,6-2,6,1.8886560471109703e-07,3.60681968031069e-08,4.6314430455254486e-08,1e-05,1
1093,6-2/44,6-2,6,1.77086263541959e-07,4.640534013971564e-08,5.7982586024767314e-08,1e-05,1
1094,6-2/45,6-2,6,1.8039635829580902e-07,3.645316875255026e-08,4.604810515708222e-08,1e-05,1
1095,6-2/46,6-2,6,1.341104506336066e-07,2.887934416507492e-08,3.663061339802841e-08,1e-05,1
1096,6-2/47,6-2,6,1.517789700589134e-07,3.839356951353775e-08,4.953097337894656e-08,1e-05,1
1097,6-2/48,6-2,6,1.8790802536194917e-07,3.644540270213414e-08,4.667160989522337e-08,1e-05,1
1098,6-2/49,6-2,6,1.7709456978654003e-07,3.623619697640359e-08,4.784039240955216e-08,1e-05,1
1099,6-2/50,6-2,6,1.6518275891552747e-07,3.815441978290684e-08,4.784502448583695e-08,1e-05,1
1100,6-2/51,6-2,6,1.792795952804127e-07,3.7588685984097154e-08,4.7786770529534223e-08,1e-05,1
1101,6-2/52,6-2,6,1.759992706018565e-07,3.4825656695879315e-08,4.410728352472269e-08,1e-05,1
1102,6-2/53,6-2,6,1.2735836196764438e-07,3.2348907541330704e-08,4.1714902742461994e-08,1e-05,1
1103,6-2/54,6-2,6,1.7501888205373461e-07,3.51497925509406e-08,4.542506370921181e-08,1e-05,1
1104,6-2/55,6-2,6,1.4763612055102016e-07,3.760940800088672e-08,4.7442223202175095e-08,1e-05,1
1105,6-2/56,6-2,6,1.4578709883750207e-07,3.899552624686327e-08,4.904382212899915e-08,1e-05,1
1106,6-2/57,6-2,6,1.4179078478004925e-07,3.3261018128503085e-08,4.2623733582212056e-08,1e-05,1
1107,6-2/58,6-2,6,1.55034381332797e-07,3.57461511385946e-08,4.572306912794463e-08,1e-05,1
1108,6-2/59,6-2,6,1.3584314384473828e-07,3.438587673229973e-08,4.365875824690872e-08,1e-05,1
1109,6-2/60,6-2,6,1.5868911873440084e-07,3.388726492611961e-08,4.390775116152622e-08,1e-05,1
1110,6-2/61,6-2,6,1.39639812823944e-07,3.71907431136895e-08,4.6875759010742305e-08,1e-05,1
1111,6-2/62,6-2,6,1.667551913220322e-07,3.73585927597198e-08,4.7823705756860494e-08,1e-05,1
1112,6-2/63,6-2,6,1.4945864701410017e-07,3.9337545028073526e-08,5.004267200696933e-08,1e-05,1
1113,6-2/64,6-2,6,1.3286484246144425e-07,3.7898067617929326e-08,4.728263024523063e-08,1e-05,1
1114,6-2/65,6-2,6,1.464350425361971e-07,3.619861275226365e-08,4.5926811622439634e-08,1e-05,1
1115,6-2/66,6-2,6,1.8524609057823938e-07,3.6296557338520296e-08,4.646377409557342e-08,1e-05,1
1116,6-2/67,6-2,6,1.3120403186128726e-07,3.487066609783879e-08,4.474353317300016e-08,1e-05,1
1117,6-2/68,6-2,6,1.2963342010952061e-07,3.2457107372794806e-08,4.1353658472314364e-08,1e-05,1
1118,6-2/69,6-2,6,2.0850119031301517e-07,3.6906821736209506e-08,4.780344144871991e-08,1e-05,1
1119,6-2/70,6-2,6,1.2871434917904878e-07,3.388880088667903e-08,4.226896156855969e-08,1e-05,1
1120,6-2/71,6-2,6,1.3676654941896516e-07,3.7201682831925105e-08,4.699123937367856e-08,1e-05,1
1121,6-2/72,6-2,6,1.867226407936684e-07,3.74859027832125e-08,4.764320103082611e-08,1e-05,1
1122,6-2/73,6-2,6,1.7924585193895837e-07,3.701848844610193e-08,4.905408408868619e-08,1e-05,1
1123,6-2/74,6-2,6,1.3984976765524237e-07,3.679835685400894e-08,4.669051459120485e-08,1e-05,1
1124,6-2/75,6-2,6,1.9057568145797177e-07,3.6817499958627435e-08,4.8770056952321714e-08,1e-05,1
1125,6-2/76,6-2,6,1.437404526516417e-07,3.754071694039398e-08,4.8304696109592965e-08,1e-05,1
1126,6-2/77,6-2,6,1.7276494823637023e-07,4.3841977243478e-08,5.586805631471055e-08,1e-05,1
1127,6-2/78,6-2,6,1.467910463182065e-07,3.6031711402946615e-08,4.70364219897792e-08,1e-05,1
1128,6-2/79,6-2,6,1.4659520786164393e-07,3.943734728580147e-08,4.876080378035911e-08,1e-05,1
1129,6-2/80,6-2,6,1.1421249268561695e-07,3.0529807896461976e-08,3.8506163265649533e-08,1e-05,1
1130,7-1/1,7-1,7,1.8770782128640917e-07,4.269953295238156e-08,5.5204060590703375e-08,1e-05,1
1131,7-1/2,7-1,7,1.569753179664346e-07,3.963548028971095e-08,5.060675183326068e-08,1e-05,1
1132,7-1/3,7-1,7,1.554431158234948e-07,3.6097256501773574e-08,4.543476243625869e-08,1e-05,1
1133,7-1/4,7-1,7,1.8280729729980294e-07,4.497815934341199e-08,5.815423665434454e-08,1e-05,1
1134,7-1/5,7-1,7,1.6327415230943387e-07,3.9372137044116524e-08,4.997885906434389e-08,1e-05,1
1135,7-1/6,7-1,7,1.8374935106812984e-07,3.6564792064192845e-08,4.656806936122082e-08,1e-05,1
1136,7-1/7,7-1,7,1.7352266046266607e-07,4.111992382152597e-08,5.324299916312254e-08,1e-05,1
1137,7-1/8,7-1,7,1.9494137526443467e-07,4.322713181961247e-08,5.6625396415068875e-08,1e-05,1
1138,7-1/9,7-1,7,2.8260271922597724e-07,4.4356371375784367e-08,5.679379961668074e-08,1e-05,1
1139,7-1/10,7-1,7,1.2929910442327497e-07,3.567946772512668e-08,4.511950868185613e-08,1e-05,1
1140,7-1/11,7-1,7,1.5101001837880546e-07,3.748763147353264e-08,4.765456963865374e-08,1e-05,1
1141,7-1/12,7-1,7,2.1407403094642063e-07,4.300397446009942e-08,5.5098316779028156e-08,1e-05,1
1142,7-1/13,7-1,7,1.697797806787804e-07,4.124441789856306e-08,5.117583873076374e-08,1e-05,1
1143,7-1/14,7-1,7,1.8694184045209283e-07,4.352091082597797e-08,5.607379786555355e-08,1e-05,1
1144,7-1/15,7-1,7,1.5842287159895108e-07,3.7373194653818414e-08,4.666890911377615e-08,1e-05,1
1145,7-1/16,7-1,7,1.5510949347152803e-07,3.711815890662067e-08,4.620723491066392e-08,1e-05,1
1146,7-1/17,7-1,7,1.3738870663360103e-07,3.6745553918798744e-08,4.709434605876943e-08,1e-05,1
1147,7-1/18,7-1,7,2.278206174821662e-07,4.909468471016734e-08,6.250027536026201e-08,1e-05,1
1148,7-1/19,7-1,7,1.746923361523045e-07,4.143960843831473e-08,5.158433105208609e-08,1e-05,1
1149,7-1/20,7-1,7,1.566720678747302e-07,3.630739241597006e-08,4.65716095437424e-08,1e-05,1
1150,7-1/21,7-1,7,2.014610739342615e-07,4.4088574540906864e-08,5.672068883707873e-08,1e-05,1
1151,7-1/22,7-1,7,2.6159816346460474e-07,4.794102273596763e-08,6.343809103874215e-08,1e-05,1
1152,7-1/23,7-1,7,1.5597477165396612e-07,3.660798179744522e-08,4.668454787431304e-08,1e-05,1
1153,7-1/24,7-1,7,1.5844272627241196e-07,3.9646288919637404e-08,4.9712948966878646e-08,1e-05,1
1154,7-1/25,7-1,7,1.828594988761978e-07,4.706219197043749e-08,5.860203596268267e-08,1e-05,1
1155,7-1/26,7-1,7,1.7682711328514955e-07,3.698162174395053e-08,4.7135638831776484e-08,1e-05,1
1156,7-1/27,7-1,7,1.4805585246691066e-07,3.798124854506987e-08,4.832083718508878e-08,1e-05,1
1157,7-1/28,7-1,7,1.2850694963706388e-07,3.453660283226821e-08,4.385008952685172e-08,1e-05,1
