sample_index,sample_id,source_cube,label,max_absolute_difference,mean_absolute_difference,rmse,absolute_tolerance,within_tolerance
48,0-1/49,0-1,0,1.0613983236762436e-07,2.8703855534220103e-08,3.623596084774529e-08,1e-05,1
49,0-1/50,0-1,0,1.1156766843711807e-07,3.039371954711394e-08,3.9761470331609884e-08,1e-05,1
50,0-1/51,0-1,0,1.5429765110042126e-07,3.1007583869724806e-08,4.080702904083787e-08,1e-05,1
51,0-1/52,0-1,0,1.52199026492994e-07,3.4495017285753924e-08,4.408063231381167e-08,1e-05,1
52,0-1/53,0-1,0,1.394788824438109e-07,3.09384936951003e-08,4.0735425169149615e-08,1e-05,1
53,0-1/54,0-1,0,1.4320875574291847e-07,3.368871172899317e-08,4.2128873724625604e-08,1e-05,1
54,0-1/55,0-1,0,1.2354417255888706e-07,2.9238230041024235e-08,3.808214896833984e-08,1e-05,1
55,0-1/56,0-1,0,1.4342958998270205e-07,3.3065782898734425e-08,4.1544381809095814e-08,1e-05,1
56,0-1/57,0-1,0,1.4010112026063837e-07,3.11505055868447e-08,4.054805283293684e-08,1e-05,1
57,0-1/58,0-1,0,1.921276864269572e-07,3.0675318914804276e-08,3.96636137329614e-08,1e-05,1
58,0-1/59,0-1,0,1.1990236636894025e-07,2.598391456250549e-08,3.4440426248871574e-08,1e-05,1
59,0-1/60,0-1,0,1.679767266393739e-07,3.3955868764149537e-08,4.385077762610267e-08,1e-05,1
60,0-1/61,0-1,0,1.5343057657712933e-07,2.932728886808894e-08,3.719412700648403e-08,1e-05,1
61,0-1/62,0-1,0,1.4738813935988304e-07,3.156675452055023e-08,4.1113432523679275e-08,1e-05,1
62,0-1/63,0-1,0,1.5802928887698187e-07,2.9705956908465217e-08,3.880478542584476e-08,1e-05,1
63,0-1/64,0-1,0,1.2659151593652496e-07,3.229369601323754e-08,4.1086180573418904e-08,1e-05,1
64,0-1/65,0-1,0,1.5931094421439695e-07,3.5134414356332846e-08,4.541947863747609e-08,1e-05,1
65,0-1/66,0-1,0,1.5828083865798703e-07,3.1266128596735616e-08,4.0403106475998756e-08,1e-05,1
66,0-1/67,0-1,0,1.5729532487629427e-07,3.163144793345019e-08,4.127624633501534e-08,1e-05,1
67,0-1/68,0-1,0,1.7382957406830712e-07,2.995914326285853e-08,3.8307904953256216e-08,1e-05,1
68,0-1/69,0-1,0,1.6391277346539113e-07,3.356321835720482e-08,4.436290598128507e-08,1e-05,1
69,0-1/70,0-1,0,1.3664916731492838e-07,3.152502277239105e-08,4.0686513341620596e-08,1e-05,1
70,0-1/71,0-1,0,1.2990172570948033e-07,3.0536905079139126e-08,3.8820424874104096e-08,1e-05,1
71,0-1/72,0-1,0,1.419203836672267e-07,3.249111219357939e-08,4.162015115503431e-08,1e-05,1
72,0-1/73,0-1,0,1.8381805566569653e-07,2.7907124930534656e-08,3.7239086656240054e-08,1e-05,1
73,0-1/74,0-1,0,1.2640872726343844e-07,3.200537757636861e-08,4.019481175811845e-08,1e-05,1
74,0-1/75,0-1,0,1.7006080432757642e-07,3.425823637412452e-08,4.53341024001648e-08,1e-05,1
75,0-1/76,0-1,0,1.6570585903430413e-07,2.631851821709645e-08,3.488008718554973e-08,1e-05,1
76,0-1/77,0-1,0,1.3738953630326733e-07,3.511008279533214e-08,4.345925305661529e-08,1e-05,1
77,0-1/78,0-1,0,1.5095716376922752e-07,3.279983538429861e-08,4.272625271117529e-08,1e-05,1
78,0-1/79,0-1,0,1.7513620054199208e-07,3.0512440708700374e-08,4.007754758129677e-08,1e-05,1
79,0-1/80,0-1,0,1.3649049757091802e-07,3.028949809506713e-08,3.919296676737605e-08,1e-05,1
80,0-2/1,0-2,0,1.4755784016884377e-07,2.997477233529953e-08,3.8084768658677296e-08,1e-05,1
81,0-2/2,0-2,0,1.364911093038046e-07,3.292474411349185e-08,4.1725994037155203e-08,1e-05,1
82,0-2/3,0-2,0,1.4728394115426369e-07,3.296678077350076e-08,4.1959918675620266e-08,1e-05,1
83,0-2/4,0-2,0,1.4368693057598136e-07,3.4848291436191526e-08,4.501988007414527e-08,1e-05,1
84,0-2/5,0-2,0,1.3074779947608306e-07,2.615978641303512e-08,3.583721165941788e-08,1e-05,1
85,0-2/6,0-2,0,1.2581914277109973e-07,2.8827735807181602e-08,3.78086043175932e-08,1e-05,1
86,0-2/7,0-2,0,1.1275082323347618e-07,3.0758209609820775e-08,3.951754145379205e-08,1e-05,1
87,0-2/8,0-2,0,1.3089854011827384e-07,2.877354911024375e-08,3.735649771897881e-08,1e-05,1
88,0-2/9,0-2,0,1.2680789496233302e-07,3.243781802872153e-08,4.1826791657404225e-08,1e-05,1
89,0-2/10,0-2,0,1.2831555429304586e-07,2.9567511875391465e-08,3.8389013831152107e-08,1e-05,1
90,0-2/11,0-2,0,1.715793123135967e-07,3.2859903119948035e-08,4.248186004280181e-08,1e-05,1
91,0-2/12,0-2,0,1.3493177475343288e-07,3.148418051778438e-08,3.989030555347319e-08,1e-05,1
92,0-2/13,0-2,0,1.358876530188624e-07,3.187247058979017e-08,4.085919364112242e-08,1e-05,1
93,0-2/14,0-2,0,1.3332617887495957e-07,2.9038519375785514e-08,3.739329519743819e-08,1e-05,1
94,0-2/15,0-2,0,1.0832259689230739e-07,2.3579792699750842e-08,3.025363978453255e-08,1e-05,1
95,0-2/16,0-2,0,9.409924783820856e-08,2.7357671415393765e-08,3.4472880815783885e-08,1e-05,1
96,0-2/17,0-2,0,1.4028322747883237e-07,3.096257652068666e-08,3.939345546897141e-08,1e-05,1
97,0-2/18,0-2,0,1.4166901030066015e-07,2.9546835351831268e-08,3.796213881083412e-08,1e-05,1
98,0-2/19,0-2,0,1.1920928943975895e-07,3.1373899807625306e-08,3.901138463667603e-08,1e-05,1
99,0-2/20,0-2,0,1.4164001238547996e-07,3.203744282011114e-08,4.141753396269104e-08,1e-05,1
100,0-2/21,0-2,0,1.4891292832164282e-07,3.1089231717504615e-08,3.966552088518804e-08,1e-05,1
101,0-2/22,0-2,0,1.4622397992436476e-07,3.1284189405819733e-08,4.0626055498360785e-08,1e-05,1
102,0-2/23,0-2,0,1.443756948438235e-07,3.2595762160842716e-08,4.1059340213754045e-08,1e-05,1
103,0-2/24,0-2,0,1.8716281158237535e-07,3.166577633864801e-08,4.1499322134477965e-08,1e-05,1
104,0-2/25,0-2,0,1.4480041388154063e-07,3.210046620112621e-08,4.190086474849047e-08,1e-05,1
105,0-2/26,0-2,0,1.209122791889783e-07,3.198074836046831e-08,4.089091176836625e-08,1e-05,1
106,0-2/27,0-2,0,1.7529079143763227e-07,2.962360157332873e-08,3.850574788253523e-08,1e-05,1
107,0-2/28,0-2,0,1.3630703599165628e-07,2.7173810384118604e-08,3.5598585578059696e-08,1e-05,1
108,0-2/29,0-2,0,1.6983871786724336e-07,3.100861665058677e-08,3.980187572922662e-08,1e-05,1
109,0-2/30,0-2,0,1.4658471314543675e-07,3.425952092779543e-08,4.381297441332301e-08,1e-05,1
110,0-2/31,0-2,0,1.2313926600615588e-07,2.483262307731494e-08,3.167957990824121e-08,1e-05,1
111,0-2/32,0-2,0,1.4387328095555318e-07,3.005253933434739e-08,3.9180085169058275e-08,1e-05,1
112,0-2/33,0-2,0,1.7197544133207288e-07,3.2478212406473545e-08,4.2533930810389355e-08,1e-05,1
113,0-2/34,0-2,0,1.149518152887552e-07,2.5091598940178393e-08,3.304602990794833e-08,1e-05,1
114,0-2/35,0-2,0,1.1385703579946949e-07,2.5456719262335296e-08,3.450896339511308e-08,1e-05,1
115,0-2/36,0-2,0,1.4167565554057404e-07,3.474695811010759e-08,4.421807306229846e-08,1e-05,1
116,0-2/37,0-2,0,1.337308035420648e-07,3.064054901086979e-08,3.9642019199062094e-08,1e-05,1
117,0-2/38,0-2,0,1.1232392538307323e-07,3.136715403616687e-08,3.998748741072222e-08,1e-05,1
118,0-2/39,0-2,0,1.4073994647478827e-07,2.7687704244265675e-08,3.550506499240303e-08,1e-05,1
119,0-2/40,0-2,0,1.1997909143968144e-07,2.808078885674472e-08,3.688259393755803e-08,1e-05,1
120,0-2/41,0-2,0,1.270947288523061e-07,2.821878556405987e-08,3.6312309209708646e-08,1e-05,1
121,0-2/42,0-2,0,9.523785637899351e-08,2.821667750571747e-08,3.5102940738867886e-08,1e-05,1
122,0-2/43,0-2,0,1.8210553454078848e-07,2.8751343438985063e-08,3.7358841817815693e-08,1e-05,1
123,0-2/44,0-2,0,1.3787337038717595e-07,3.2242588449619886e-08,4.1227630903101583e-08,1e-05,1
124,0-2/45,0-2,0,1.229773991529015e-07,3.033920376208711e-08,3.854203352318105e-08,1e-05,1
125,0-2/46,0-2,0,1.4171955420305693e-07,3.0804818581888135e-08,4.055046957843942e-08,1e-05,1
126,0-2/47,0-2,0,1.919957312024323e-07,3.201098483861384e-08,4.1183238897473225e-08,1e-05,1
127,0-2/48,0-2,0,1.2593510556602183e-07,3.0687496696404855e-08,3.8895957924742214e-08,1e-05,1
128,0-2/49,0-2,0,1.2942379568059437e-07,2.980400844488487e-08,3.7801159047536035e-08,1e-05,1
129,0-2/50,0-2,0,1.888957610329811e-07,2.9801333188751466e-08,3.9150261810711086e-08,1e-05,1
130,0-2/51,0-2,0,1.6958940618483354e-07,3.4923540606748336e-08,4.542296398463158e-08,1e-05,1
131,0-2/52,0-2,0,1.3827474831806796e-07,3.3163095871607025e-08,4.219818543112716e-08,1e-05,1
132,0-2/53,0-2,0,1.3386616892763215e-07,3.238873110726088e-08,4.196412410916175e-08,1e-05,1
133,0-2/54,0-2,0,1.390493628017353e-07,3.277574888308102e-08,4.141095708540744e-08,1e-05,1
134,0-2/55,0-2,0,1.673336621488275e-07,3.2489868055141996e-08,4.154393249009328e-08,1e-05,1
135,0-2/56,0-2,0,1.3364112283476004e-07,2.9122575130205837e-08,3.8075730059972675e-08,1e-05,1
136,0-2/57,0-2,0,1.3153758848805097e-07,2.9456648683890316e-08,3.771402355879508e-08,1e-05,1
137,0-2/58,0-2,0,1.6951257275632514e-07,4.1343555505133766e-08,5.3077621971331143e-08,1e-05,1
138,0-2/59,0-2,0,1.692278374099132e-07,2.8595585957101173e-08,3.873263618258376e-08,1e-05,1
139,0-2/60,0-2,0,1.0868386624007798e-07,2.7144417663718158e-08,3.539524307566845e-08,1e-05,1
140,0-2/61,0-2,0,1.8256265388316706e-07,3.368098027250341e-08,4.4014731720017304e-08,1e-05,1
141,0-2/62,0-2,0,1.3207229765388462e-07,3.0246926241570053e-08,3.892666455042075e-08,1e-05,1
142,0-2/63,0-2,0,1.2630018686454747e-07,2.9700473346731276e-08,3.7002313317766686e-08,1e-05,1
143,0-2/64,0-2,0,1.4453152408222536e-07,3.177639831989444e-08,4.042304699515107e-08,1e-05,1
144,0-2/65,0-2,0,1.0077225953697422e-07,2.508724010248285e-08,3.213243089359523e-08,1e-05,1
145,0-2/66,0-2,0,1.5737341485522194e-07,3.503665335649892e-08,4.5120910176345505e-08,1e-05,1
146,0-2/67,0-2,0,1.1795884247156607e-07,3.001073024244456e-08,3.840483159474347e-08,1e-05,1
147,0-2/68,0-2,0,1.585802503756284e-07,3.1538214611452084e-08,4.1701042398545913e-08,1e-05,1
148,0-2/69,0-2,0,1.2806146432176035e-07,2.378551561719359e-08,3.0794843111817016e-08,1e-05,1
149,0-2/70,0-2,0,8.863621703270042e-08,2.5116380379409006e-08,3.194992292495626e-08,1e-05,1
150,0-2/71,0-2,0,1.2694225326459474e-07,3.282542194338889e-08,4.203407005023284e-08,1e-05,1
151,0-2/72,0-2,0,1.3330665327160318e-07,2.706947544008954e-08,3.492183316034305e-08,1e-05,1
152,0-2/73,0-2,0,1.4565111272624165e-07,3.446299597937082e-08,4.462806845428169e-08,1e-05,1
153,0-2/74,0-2,0,1.336476813662557e-07,3.0644160548101194e-08,3.974053799011917e-08,1e-05,1
154,0-2/75,0-2,0,1.1362793583824526e-07,3.1171266524881436e-08,3.9638106016265734e-08,1e-05,1
155,0-2/76,0-2,0,1.0626484658882163e-07,2.6771252331466643e-08,3.42358543912588e-08,1e-05,1
156,0-2/77,0-2,0,1.4760428002080772e-07,3.365939164422606e-08,4.306167946943397e-08,1e-05,1
157,0-2/78,0-2,0,1.4237819223605896e-07,3.425893696719447e-08,4.3881726755496526e-08,1e-05,1
158,0-2/79,0-2,0,1.206341017079282e-07,3.107250736246883e-08,3.93978169914556e-08,1e-05,1
159,0-2/80,0-2,0,1.2999746024089376e-07,3.0330722569723055e-08,3.8763599054624794e-08,1e-05,1
160,1-1/1,1-1,1,1.4111527002480528e-07,3.6957028408929e-08,4.647961895670995e-08,1e-05,1
161,1-1/2,1-1,1,1.7601296398161992e-07,3.432245942022341e-08,4.379830600058638e-08,1e-05,1
162,1-1/3,1-1,1,1.4957180582975127e-07,3.659424626942412e-08,4.74183844691825e-08,1e-05,1
163,1-1/4,1-1,1,1.5815226050985842e-07,3.9013896320182915e-08,4.8672391735554e-08,1e-05,1
164,1-1/5,1-1,1,1.66453524075294e-07,3.37388747896316e-08,4.317950819455177e-08,1e-05,1
165,1-1/6,1-1,1,1.457534800630711e-07,3.7025068430816625e-08,4.6569371473968926e-08,1e-05,1
166,1-1/7,1-1,1,1.4823076466274898e-07,3.3303517591210653e-08,4.210803569607865e-08,1e-05,1
167,1-1/8,1-1,1,1.4242373058692692e-07,3.602874568457279e-08,4.610286341088828e-08,1e-05,1
168,1-1/9,1-1,1,1.4686483407189144e-07,3.445055946624197e-08,4.44703544436466e-08,1e-05,1
169,1-1/10,1-1,1,1.61009949040114e-07,3.4989227150962446e-08,4.466533515263872e-08,1e-05,1
170,1-1/11,1-1,1,1.452995788131517e-07,3.9134081244412185e-08,4.8937590304831004e-08,1e-05,1
171,1-1/12,1-1,1,2.38676050812181e-07,4.6889528025362734e-08,6.0161054487313e-08,1e-05,1
172,1-1/13,1-1,1,1.2304278285135695e-07,3.408976590978816e-08,4.420085843557111e-08,1e-05,1
173,1-1/14,1-1,1,1.3148740030111128e-07,3.283397921010385e-08,4.0982165310334514e-08,1e-05,1
174,1-1/15,1-1,1,2.0285202118053292e-07,3.3775558661133285e-08,4.3455612114374916e-08,1e-05,1
175,1-1/16,1-1,1,1.5693374799674586e-07,3.3776222000556364e-08,4.397780982350213e-08,1e-05,1
176,1-1/17,1-1,1,1.4581393781298857e-07,3.5760926984674155e-08,4.595880901459935e-08,1e-05,1
177,1-1/18,1-1,1,1.5707083189653304e-07,3.66459772653283e-08,4.6637968604998464e-08,1e-05,1
178,1-1/19,1-1,1,1.2390785375515634e-07,3.1365999124399746e-08,4.054201142120396e-08,1e-05,1
179,1-1/20,1-1,1,1.6929267310228369e-07,4.1590353375539224e-08,5.200482764708277e-08,1e-05,1
180,1-1/21,1-1,1,1.4889915012084032e-07,3.3752248975035874e-08,4.3063096843181744e-08,1e-05,1
181,1-1/22,1-1,1,2.5640385892256035e-07,4.567410298654568e-08,5.9441775464875823e-08,1e-05,1
182,1-1/23,1-1,1,1.7680346042769912e-07,3.575062867074351e-08,4.703648123988498e-08,1e-05,1
183,1-1/24,1-1,1,1.4361119105021913e-07,3.712483175752629e-08,4.67637123343779e-08,1e-05,1
184,1-1/25,1-1,1,1.4785983093457133e-07,3.53713430577642e-08,4.535946137848446e-08,1e-05,1
185,1-1/26,1-1,1,1.3469608606264671e-07,3.272817424369998e-08,4.2057275826290284e-08,1e-05,1
186,1-1/27,1-1,1,1.7247301431488893e-07,3.513063597679617e-08,4.523297129962471e-08,1e-05,1
187,1-1/28,1-1,1,1.4204089937575048e-07,3.266168564704213e-08,4.2909009868192965e-08,1e-05,1
188,1-1/29,1-1,1,1.4814237769833483e-07,3.212286780026766e-08,4.147097895930665e-08,1e-05,1
189,1-1/30,1-1,1,1.6993664664344266e-07,3.511715615976033e-08,4.597909479159831e-08,1e-05,1
190,1-1/31,1-1,1,1.7520881445687309e-07,3.385424999476961e-08,4.3280770609041433e-08,1e-05,1
191,1-1/32,1-1,1,1.4479181398296959e-07,3.413986016081438e-08,4.427380499011146e-08,1e-05,1
192,1-1/33,1-1,1,1.7070594948709328e-07,3.548277517696508e-08,4.6200658965516784e-08,1e-05,1
193,1-1/34,1-1,1,1.5796630004061285e-07,3.429412229661775e-08,4.338145393274395e-08,1e-05,1
194,1-1/35,1-1,1,1.6885017306567107e-07,3.553357312387971e-08,4.624202683622756e-08,1e-05,1
195,1-1/36,1-1,1,1.3700492118573493e-07,3.326972478436421e-08,4.240392020060996e-08,1e-05,1
196,1-1/37,1-1,1,1.383347671968238e-07,3.457066554537752e-08,4.392393858879977e-08,1e-05,1
197,1-1/38,1-1,1,1.574319509201061e-07,3.6082821512855115e-08,4.716435662683782e-08,1e-05,1
198,1-1/39,1-1,1,1.7744974334377162e-07,3.526832127278375e-08,4.5413304472138556e-08,1e-05,1
199,1-1/40,1-1,1,1.5563435007415194e-07,3.6133626434491e-08,4.5891421770358826e-08,1e-05,1
200,1-1/41,1-1,1,1.7546535868717683e-07,3.383940607275968e-08,4.3937870282659544e-08,1e-05,1
201,1-1/42,1-1,1,1.4063740561010007e-07,3.387852762994393e-08,4.398867820017843e-08,1e-05,1
202,1-1/43,1-1,1,1.718081640289526e-07,3.6214349223630004e-08,4.5684038127324225e-08,1e-05,1
203,1-1/44,1-1,1,1.566449039369644e-07,3.704543603651954e-08,4.75898873300614e-08,1e-05,1
204,1-1/45,1-1,1,1.5362387617567919e-07,3.478234887341506e-08,4.585993036404721e-08,1e-05,1
205,1-1/46,1-1,1,1.462016786524245e-07,3.9110769334611685e-08,4.885035861265104e-08,1e-05,1
206,1-1/47,1-1,1,1.6758839316288743e-07,3.7412811700847966e-08,4.7410659698735564e-08,1e-05,1
207,1-1/48,1-1,1,1.3831039191725125e-07,3.728783400641304e-08,4.7177061043549526e-08,1e-05,1
208,1-1/49,1-1,1,1.7047841860406976e-07,3.633024625171568e-08,4.774620283313234e-08,1e-05,1
209,1-1/50,1-1,1,1.2581704411651629e-07,3.3289557357023186e-08,4.226144004521647e-08,1e-05,1
210,1-1/51,1-1,1,1.438336020287423e-07,3.631387504191405e-08,4.613766268710871e-08,1e-05,1
211,1-1/52,1-1,1,1.599203862667764e-07,3.748040820237343e-08,4.7178354326770575e-08,1e-05,1
212,1-1/53,1-1,1,1.3139126109340538e-07,3.550679452229297e-08,4.5560074387941284e-08,1e-05,1
213,1-1/54,1-1,1,1.477360260793148e-07,3.091476219010222e-08,3.949514848123861e-08,1e-05,1
214,1-1/55,1-1,1,1.4052696528654707e-07,3.6592880804710036e-08,4.564424185055434e-08,1e-05,1
215,1-1/56,1-1,1,1.3727130343532679e-07,3.0071486335345004e-08,3.828630683612256e-08,1e-05,1
216,1-1/57,1-1,1,1.5589552881944968e-07,3.248744393768761e-08,4.172460058054805e-08,1e-05,1
217,1-1/58,1-1,1,1.0295347740996164e-07,2.8621271623705037e-08,3.5252223972551694e-08,1e-05,1
218,1-1/59,1-1,1,1.4462560971040261e-07,3.5872236118777876e-08,4.5807638445319346e-08,1e-05,1
219,1-1/60,1-1,1,1.3429907330664292e-07,3.2226183035461215e-08,4.26279693435069e-08,1e-05,1
220,1-1/61,1-1,1,1.7133970109384222e-07,3.370174919239229e-08,4.3135727292642034e-08,1e-05,1
221,1-1/62,1-1,1,1.4691144789580335e-07,3.553338124901904e-08,4.43653790175912e-08,1e-05,1
222,1-1/63,1-1,1,1.4883368748552783e-07,3.8359710239593044e-08,4.853087340150409e-08,1e-05,1
223,1-1/64,1-1,1,1.5224856797502184e-07,3.38972088485058e-08,4.313331044533766e-08,1e-05,1
224,1-1/65,1-1,1,1.2077783317909763e-07,3.4253464107217475e-08,4.286093917194288e-08,1e-05,1
225,1-1/66,1-1,1,1.670240050710703e-07,3.3836452261811006e-08,4.3267138079264785e-08,1e-05,1
226,1-1/67,1-1,1,1.6311319828155035e-07,3.193588088508704e-08,4.244195786088794e-08,1e-05,1
227,1-1/68,1-1,1,1.4557982896956645e-07,3.5669942614409505e-08,4.524635634950154e-08,1e-05,1
228,1-1/69,1-1,1,1.752376554975399e-07,3.536913942295556e-08,4.4844021662342685e-08,1e-05,1
229,1-1/70,1-1,1,1.3267479093137524e-07,3.41590606380486e-08,4.362583395185233e-08,1e-05,1
230,1-1/71,1-1,1,1.5270049924520634e-07,3.414473849211339e-08,4.3274200376561757e-08,1e-05,1
231,1-1/72,1-1,1,2.0454686344706374e-07,3.318289893385827e-08,4.392971332544752e-08,1e-05,1
232,1-1/73,1-1,1,1.6819347081753477e-07,3.62811482128725e-08,4.5606472825106285e-08,1e-05,1
233,1-1/74,1-1,1,1.417893218391697e-07,3.427199305954118e-08,4.410470508780376e-08,1e-05,1
234,1-1/75,1-1,1,1.313422509641171e-07,3.3345660326657115e-08,4.2572937571809936e-08,1e-05,1
235,1-1/76,1-1,1,1.6287315718344075e-07,3.554614129869691e-08,4.589098260135616e-08,1e-05,1
236,1-1/77,1-1,1,2.084516030897987e-07,4.162651727323767e-08,5.340478917234503e-08,1e-05,1
237,1-1/78,1-1,1,1.4427272632122623e-07,3.4342679452504593e-08,4.476542472049112e-08,1e-05,1
238,1-1/79,1-1,1,1.6252790691062557e-07,3.732666827172333e-08,4.7517526778720326e-08,1e-05,1
239,1-1/80,1-1,1,1.876491361185728e-07,3.477531915916105e-08,4.550390966532852e-08,1e-05,1
240,1-2/1,1-2,1,1.6057528862134518e-07,3.800717057645635e-08,4.738732171625756e-08,1e-05,1
241,1-2/2,1-2,1,2.0666657241097397e-07,3.808753475449536e-08,4.9020225263626326e-08,1e-05,1
242,1-2/3,1-2,1,1.736875870905763e-07,3.991847930848792e-08,5.100477061106092e-08,1e-05,1
243,1-2/4,1-2,1,1.4092048394864776e-07,3.594015870370965e-08,4.528574448239306e-08,1e-05,1
244,1-2/5,1-2,1,1.4352957966590196e-07,3.433211875223114e-08,4.395989309437284e-08,1e-05,1
245,1-2/6,1-2,1,1.7737022350861054e-07,3.657497960363867e-08,4.6711651117856257e-08,1e-05,1
246,1-2/7,1-2,1,1.8126146805741428e-07,3.1218175074630056e-08,4.091419409895163e-08,1e-05,1
247,1-2/8,1-2,1,1.7710807753701374e-07,3.382480653278703e-08,4.452327810728787e-08,1e-05,1
248,1-2/9,1-2,1,1.5205266512552384e-07,3.487188239361037e-08,4.490790669805305e-08,1e-05,1
249,1-2/10,1-2,1,1.4018855554187581e-07,2.794918055694798e-08,3.5956524949728263e-08,1e-05,1
250,1-2/11,1-2,1,1.6177291994878829e-07,4.658052016142315e-08,5.867953898517754e-08,1e-05,1
251,1-2/12,1-2,1,1.302708881878445e-07,3.7026922860691585e-08,4.63552044822358e-08,1e-05,1
252,1-2/13,1-2,1,1.404245025815598e-07,3.8056978112244856e-08,4.701847040687518e-08,1e-05,1
253,1-2/14,1-2,1,1.5433017996890896e-07,3.7525779021578244e-08,4.713064070557269e-08,1e-05,1
254,1-2/15,1-2,1,1.7936379281824344e-07,3.5112383018977485e-08,4.556390133101773e-08,1e-05,1
255,1-2/16,1-2,1,1.7719964162665747e-07,3.321146982922439e-08,4.287136660426731e-08,1e-05,1
256,1-2/17,1-2,1,1.5182829493642913e-07,3.653447733897297e-08,4.60262336240581e-08,1e-05,1
257,1-2/18,1-2,1,1.509038231040094e-07,3.3763233970545466e-08,4.3662392539315635e-08,1e-05,1
258,1-2/19,1-2,1,1.6414379910845156e-07,3.649897517313997e-08,4.6456474965743974e-08,1e-05,1
259,1-2/20,1-2,1,1.5825163335314585e-07,3.317902034111651e-08,4.2389238311739034e-08,1e-05,1
260,1-2/21,1-2,1,1.7842308375204396e-07,3.48377582585451e-08,4.438223905451642e-08,1e-05,1
261,1-2/22,1-2,1,1.4268990716770347e-07,3.730980756345726e-08,4.705336694005434e-08,1e-05,1
262,1-2/23,1-2,1,1.6616719278328418e-07,3.3023762912037904e-08,4.3366539528487066e-08,1e-05,1
263,1-2/24,1-2,1,2.007301033168929e-07,3.875167442504996e-08,4.8905481917928035e-08,1e-05,1
264,1-2/25,1-2,1,1.5105686901328852e-07,3.484664472125591e-08,4.474677691993357e-08,1e-05,1
265,1-2/26,1-2,1,1.5624397431412973e-07,3.5098876559421265e-08,4.4491700289985875e-08,1e-05,1
266,1-2/27,1-2,1,1.382789426296327e-07,3.641881345276611e-08,4.609087782740885e-08,1e-05,1
267,1-2/28,1-2,1,1.2716622066477612e-07,2.9736814263543373e-08,3.78045356698662e-08,1e-05,1
268,1-2/29,1-2,1,1.341986231029324e-07,3.430125934012496e-08,4.441006334213866e-08,1e-05,1
269,1-2/30,1-2,1,1.261247452033487e-07,2.912144566987672e-08,3.676808691497942e-08,1e-05,1
270,1-2/31,1-2,1,1.764830268591311e-07,3.564328962082183e-08,4.471870392857638e-08,1e-05,1
271,1-2/32,1-2,1,1.2235250279601928e-07,3.038944763336716e-08,3.94380031227968e-08,1e-05,1
272,1-2/33,1-2,1,1.4668178893728623e-07,3.594881610645219e-08,4.6815723320420786e-08,1e-05,1
273,1-2/34,1-2,1,1.8349587027621794e-07,3.580426829636454e-08,4.5573886160756165e-08,1e-05,1
274,1-2/35,1-2,1,1.2334512222711425e-07,3.56994832946856e-08,4.509094527378635e-08,1e-05,1
275,1-2/36,1-2,1,1.305079719848834e-07,3.736840453172126e-08,4.624406109804261e-08,1e-05,1
276,1-2/37,1-2,1,1.2966970730499128e-07,3.747670236472421e-08,4.657806332383548e-08,1e-05,1
277,1-2/38,1-2,1,1.465595220739857e-07,3.6658646527509604e-08,4.613391666394691e-08,1e-05,1
278,1-2/39,1-2,1,1.4718963592397216e-07,3.3315137345405774e-08,4.309142923383958e-08,1e-05,1
279,1-2/40,1-2,1,1.4834038808420047e-07,3.324679469088264e-08,4.16900846185284e-08,1e-05,1
280,1-2/41,1-2,1,1.5468366731941074e-07,3.4994430414094596e-08,4.5014800819672544e-08,1e-05,1
281,1-2/42,1-2,1,1.5887476190190597e-07,4.083030396295988e-08,5.163776730089611e-08,1e-05,1
282,1-2/43,1-2,1,1.9046393273658424e-07,3.4359064308844773e-08,4.5106197784693096e-08,1e-05,1
283,1-2/44,1-2,1,1.5256496543880615e-07,3.4852956362516576e-08,4.556606559743733e-08,1e-05,1
284,1-2/45,1-2,1,1.5653182405817034e-07,3.7736771501726684e-08,4.688768855334442e-08,1e-05,1
285,1-2/46,1-2,1,1.6652047618581634e-07,3.7030763528837917e-08,4.787262993412415e-08,1e-05,1
286,1-2/47,1-2,1,1.2960189421651336e-07,3.1629293640408043e-08,4.0789888847391825e-08,1e-05,1
287,1-2/48,1-2,1,1.3949409571889504e-07,3.6114837846175446e-08,4.621761056384214e-08,1e-05,1
288,1-2/49,1-2,1,1.6022165982843006e-07,3.5662976133729197e-08,4.594654212712828e-08,1e-05,1
289,1-2/50,1-2,1,1.3047602165361383e-07,3.098443912467574e-08,3.999804873830989e-08,1e-05,1
290,1-2/51,1-2,1,1.3295307854654936e-07,3.0810593954698514e-08,3.946229921241344e-08,1e-05,1
291,1-2/52,1-2,1,1.772493128937569e-07,4.4776088721697e-08,5.620120724330262e-08,1e-05,1
292,1-2/53,1-2,1,1.351264385940354e-07,3.885895926819085e-08,4.8724478542621204e-08,1e-05,1
293,1-2/54,1-2,1,1.9986478128064533e-07,3.4980560372358145e-08,4.534092619086692e-08,1e-05,1
294,1-2/55,1-2,1,1.32322310997246e-07,3.341306634039264e-08,4.219865382248659e-08,1e-05,1
295,1-2/56,1-2,1,1.465200998307381e-07,3.6472349663094944e-08,4.597525993038935e-08,1e-05,1
296,1-2/57,1-2,1,1.6490618437448035e-07,3.761408312950995e-08,4.690135747357466e-08,1e-05,1
297,1-2/58,1-2,1,1.3184477731797983e-07,3.777441692747729e-08,4.671139809945269e-08,1e-05,1
298,1-2/59,1-2,1,2.0803869182905999e-07,3.587441006404204e-08,4.7282770560181216e-08,1e-05,1
