run_id,direction,model,seed,condition,source_cube,calibration,n,n_correct,accuracy,nll,brier,ece_10
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,5-2,raw,80,21,0.2625,1.7742091984801498,0.837291082821427,0.1886344162924575
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,5-2,temperature_scaled,80,21,0.2625,1.8105065916480136,0.8650659722985218,0.3118092878504496
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,6-2,raw,80,26,0.325,1.6021928200782725,0.7306704930493876,0.10773770012388122
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,6-2,temperature_scaled,80,26,0.325,1.6090086887763548,0.746314097603077,0.1360145254479804
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,7-2,raw,54,42,0.7777777777777778,0.8932118029603985,0.42216509553911447,0.2549276510591384
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,7-2,temperature_scaled,54,42,0.7777777777777778,0.7713050723423036,0.3627405477309798,0.13186217578759205
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,0-2,raw,80,66,0.825,0.6293615301081431,0.271852290667005,0.18431646228645984
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,0-2,temperature_scaled,80,66,0.825,0.5538185939049883,0.23101713293331186,0.1022752613340777
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,1-2,raw,80,14,0.175,1.7980203463475015,0.8548130434311375,0.1625145318874864
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,1-2,temperature_scaled,80,14,0.175,1.8579055730478096,0.898679948758808,0.21292629935538418
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,2-2,raw,80,24,0.3,1.7662281455569875,0.8187023799582139,0.09357757996364781
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,2-2,temperature_scaled,80,24,0.3,1.802171073986419,0.8391867395715614,0.11086026734770843
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,3-2,raw,80,32,0.4,1.3267008623369883,0.6571837736698745,0.14572261230488642
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,3-2,temperature_scaled,80,32,0.4,1.3829330857212991,0.6822214819062945,0.192170395666333
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,4-2,raw,80,20,0.25,1.9031128186808863,0.8604590422249068,0.19001397345314247
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,4-2,temperature_scaled,80,20,0.25,1.9987162454931842,0.8981175694214188,0.146580224091989
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,5-2,raw,80,22,0.275,1.7791042624710784,0.8399733914073831,0.1940404690402855
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,spatial_shuffle,5-2,temperature_scaled,80,22,0.275,1.8187285588989728,0.8698452287535826,0.3009558897595918
