predictor,direction,model,condition,calibration,bin_index,lower_exclusive,upper_inclusive,n,fraction,mean_confidence,accuracy,absolute_gap
seed_2025,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,7,0.6,0.7,39,0.06351791530944625,0.652197928815261,0.10256410256410256,0.5496338262511584
seed_2025,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,8,0.7,0.8,33,0.05374592833876222,0.7416356148527461,0.2727272727272727,0.4689083421254734
seed_2025,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,9,0.8,0.9,45,0.0732899022801303,0.8541694199331772,0.3111111111111111,0.5430583088220661
seed_2025,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,10,0.9,1.0,48,0.0781758957654723,0.9379321722287113,0.5208333333333334,0.4170988388953779
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,2,0.1,0.2,40,0.06514657980456026,0.18785183370632452,0.2,0.012148166293675489
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,3,0.2,0.3,259,0.4218241042345277,0.24417894684797659,0.2548262548262548,0.010647307978278231
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,4,0.3,0.4,94,0.15309446254071662,0.34344101360217955,0.3191489361702128,0.024292077431966763
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,5,0.4,0.5,51,0.08306188925081433,0.4502379972426957,0.45098039215686275,0.0007423949141670549
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,6,0.5,0.6,49,0.07980456026058631,0.5488718927611576,0.5918367346938775,0.04296484193271999
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,7,0.6,0.7,40,0.06514657980456026,0.6419610079614226,0.7,0.05803899203857732
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,8,0.7,0.8,42,0.06840390879478828,0.7442619349463562,0.7857142857142857,0.041452350767929524
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,9,0.8,0.9,39,0.06351791530944625,0.8485313842585691,0.8717948717948718,0.023263487536302696
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,raw,10,0.9,1.0,0,0.0,,,
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,2,0.1,0.2,7,0.011400651465798045,0.19232854913928127,0.14285714285714285,0.04947140628213842
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,3,0.2,0.3,188,0.30618892508143325,0.2595582840664393,0.2393617021276596,0.02019658193877974
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,4,0.3,0.4,127,0.20684039087947884,0.3408253860379683,0.29133858267716534,0.04948680336080297
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,5,0.4,0.5,75,0.12214983713355049,0.45180929562477273,0.36,0.09180929562477275
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,6,0.5,0.6,35,0.057003257328990226,0.5529830324540618,0.3142857142857143,0.2386973181683475
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,7,0.6,0.7,40,0.06514657980456026,0.6518457448602784,0.525,0.12684574486027833
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,8,0.7,0.8,41,0.06677524429967427,0.7573233903003594,0.7073170731707317,0.050006317129627775
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,9,0.8,0.9,46,0.0749185667752443,0.8523397287844622,0.717391304347826,0.13494842443663613
seed_2025,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,10,0.9,1.0,55,0.08957654723127036,0.9366418381368644,0.8545454545454545,0.08209638359140992
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,2,0.1,0.2,42,0.06840390879478828,0.1882800907184818,0.2857142857142857,0.09743419499580389
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,3,0.2,0.3,260,0.4234527687296417,0.24506961741783234,0.24615384615384617,0.0010842287360138259
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,4,0.3,0.4,94,0.15309446254071662,0.3456583980986575,0.30851063829787234,0.03714775980078516
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,5,0.4,0.5,46,0.0749185667752443,0.4490390163064269,0.391304347826087,0.057734668480339923
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,6,0.5,0.6,52,0.08469055374592833,0.5549462273619516,0.5769230769230769,0.021976849561125222
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,7,0.6,0.7,41,0.06677524429967427,0.6510815946476756,0.6585365853658537,0.007454990718178123
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,8,0.7,0.8,41,0.06677524429967427,0.7450896272302676,0.7560975609756098,0.011007933745342147
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,9,0.8,0.9,38,0.06188925081433225,0.8475138530376443,0.8947368421052632,0.0472229890676189
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,raw,10,0.9,1.0,0,0.0,,,
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,2,0.1,0.2,7,0.011400651465798045,0.18998032903498394,0.2857142857142857,0.09573395667930176
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,3,0.2,0.3,187,0.30456026058631924,0.2600072427236886,0.25668449197860965,0.0033227507450789284
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,4,0.3,0.4,125,0.20358306188925082,0.33693895684932135,0.256,0.08093895684932134
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,5,0.4,0.5,75,0.12214983713355049,0.44773274868487317,0.32,0.12773274868487317
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,6,0.5,0.6,38,0.06188925081433225,0.5462459944010001,0.23684210526315788,0.3094038891378422
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,7,0.6,0.7,31,0.050488599348534204,0.6491133109990638,0.6129032258064516,0.03621008519261215
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,8,0.7,0.8,49,0.07980456026058631,0.7508463374563858,0.6326530612244898,0.11819327623189602
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,9,0.8,0.9,49,0.07980456026058631,0.8516112738451465,0.7142857142857143,0.13732555955943215
seed_2025,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,10,0.9,1.0,53,0.08631921824104234,0.9373658220338246,0.8490566037735849,0.08830921826023963
seed_2025,suffix_1_to_2,snv_lr,full,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,full,raw,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,full,raw,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,full,raw,4,0.3,0.4,3,0.004885993485342019,0.38292177760901575,0.0,0.38292177760901575
seed_2025,suffix_1_to_2,snv_lr,full,raw,5,0.4,0.5,14,0.02280130293159609,0.4752207946639566,0.7142857142857143,0.2390649196217577
seed_2025,suffix_1_to_2,snv_lr,full,raw,6,0.5,0.6,36,0.05863192182410423,0.5484436382424621,0.5,0.04844363824246212
seed_2025,suffix_1_to_2,snv_lr,full,raw,7,0.6,0.7,32,0.05211726384364821,0.6496414346055716,0.65625,0.006608565394428445
seed_2025,suffix_1_to_2,snv_lr,full,raw,8,0.7,0.8,49,0.07980456026058631,0.7549247255078981,0.5510204081632653,0.20390431734463288
seed_2025,suffix_1_to_2,snv_lr,full,raw,9,0.8,0.9,80,0.13029315960912052,0.8498654790406022,0.75,0.09986547904060217
seed_2025,suffix_1_to_2,snv_lr,full,raw,10,0.9,1.0,400,0.6514657980456026,0.9726942972790781,0.9375,0.03519429727907808
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,4,0.3,0.4,4,0.006514657980456026,0.37519205065831485,0.25,0.12519205065831485
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,5,0.4,0.5,19,0.030944625407166124,0.4689712603465197,0.5789473684210527,0.10997610807453295
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,6,0.5,0.6,39,0.06351791530944625,0.5469015037624567,0.5897435897435898,0.04284208598113304
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,7,0.6,0.7,41,0.06677524429967427,0.6532673314129177,0.5609756097560976,0.09229172165682009
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,8,0.7,0.8,61,0.0993485342019544,0.7596350578900448,0.6229508196721312,0.13668423821791365
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,9,0.8,0.9,92,0.1498371335504886,0.856163970103794,0.8152173913043478,0.04094657879944619
seed_2025,suffix_1_to_2,snv_lr,full,temperature_scaled,10,0.9,1.0,358,0.5830618892508144,0.9679348498896265,0.9497206703910615,0.018214179498565075
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,4,0.3,0.4,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,5,0.4,0.5,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,6,0.5,0.6,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,7,0.6,0.7,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,8,0.7,0.8,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,9,0.8,0.9,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,raw,10,0.9,1.0,614,1.0,1.0,0.13029315960912052,0.8697068403908794
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,4,0.3,0.4,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,5,0.4,0.5,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,6,0.5,0.6,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,7,0.6,0.7,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,8,0.7,0.8,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,10,0.9,1.0,614,1.0,1.0,0.13029315960912052,0.8697068403908794
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,4,0.3,0.4,3,0.004885993485342019,0.38292177760901575,0.0,0.38292177760901575
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,5,0.4,0.5,14,0.02280130293159609,0.4752207946639566,0.7142857142857143,0.2390649196217577
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,6,0.5,0.6,36,0.05863192182410423,0.5484436382424621,0.5,0.04844363824246212
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,7,0.6,0.7,32,0.05211726384364821,0.6496414346055716,0.65625,0.006608565394428445
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,8,0.7,0.8,49,0.07980456026058631,0.7549247255078981,0.5510204081632653,0.20390431734463288
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,9,0.8,0.9,80,0.13029315960912052,0.8498654790406022,0.75,0.09986547904060217
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,raw,10,0.9,1.0,400,0.6514657980456026,0.9726942972790781,0.9375,0.03519429727907808
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,4,0.3,0.4,4,0.006514657980456026,0.37519205065831485,0.25,0.12519205065831485
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,5,0.4,0.5,19,0.030944625407166124,0.4689712603465197,0.5789473684210527,0.10997610807453295
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,6,0.5,0.6,39,0.06351791530944625,0.5469015037624567,0.5897435897435898,0.04284208598113304
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,7,0.6,0.7,41,0.06677524429967427,0.6532673314129177,0.5609756097560976,0.09229172165682009
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,8,0.7,0.8,61,0.0993485342019544,0.7596350578900448,0.6229508196721312,0.13668423821791365
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,9,0.8,0.9,92,0.1498371335504886,0.856163970103794,0.8152173913043478,0.04094657879944619
seed_2025,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,10,0.9,1.0,358,0.5830618892508144,0.9679348498896265,0.9497206703910615,0.018214179498565075
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,4,0.3,0.4,3,0.004885993485342019,0.38292177760901575,0.0,0.38292177760901575
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,5,0.4,0.5,14,0.02280130293159609,0.4752207946639566,0.7142857142857143,0.2390649196217577
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,6,0.5,0.6,36,0.05863192182410423,0.5484436382424621,0.5,0.04844363824246212
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,7,0.6,0.7,32,0.05211726384364821,0.6496414346055716,0.65625,0.006608565394428445
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,8,0.7,0.8,49,0.07980456026058631,0.7549247255078981,0.5510204081632653,0.20390431734463288
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,9,0.8,0.9,80,0.13029315960912052,0.8498654790406022,0.75,0.09986547904060217
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,raw,10,0.9,1.0,400,0.6514657980456026,0.9726942972790781,0.9375,0.03519429727907808
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,4,0.3,0.4,4,0.006514657980456026,0.37519205065831485,0.25,0.12519205065831485
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,5,0.4,0.5,19,0.030944625407166124,0.4689712603465197,0.5789473684210527,0.10997610807453295
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,6,0.5,0.6,39,0.06351791530944625,0.5469015037624567,0.5897435897435898,0.04284208598113304
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,7,0.6,0.7,41,0.06677524429967427,0.6532673314129177,0.5609756097560976,0.09229172165682009
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,8,0.7,0.8,61,0.0993485342019544,0.7596350578900448,0.6229508196721312,0.13668423821791365
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,9,0.8,0.9,92,0.1498371335504886,0.856163970103794,0.8152173913043478,0.04094657879944619
seed_2025,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,10,0.9,1.0,358,0.5830618892508144,0.9679348498896265,0.9497206703910615,0.018214179498565075
seed_2025,suffix_1_to_2,spectral_only,full,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,full,raw,2,0.1,0.2,3,0.004885993485342019,0.19779039877235935,0.6666666666666666,0.46887626789430725
seed_2025,suffix_1_to_2,spectral_only,full,raw,3,0.2,0.3,303,0.49348534201954397,0.22943603201547677,0.3465346534653465,0.11709862144986974
seed_2025,suffix_1_to_2,spectral_only,full,raw,4,0.3,0.4,58,0.09446254071661238,0.3510081712336014,0.3620689655172414,0.011060794283639985
seed_2025,suffix_1_to_2,spectral_only,full,raw,5,0.4,0.5,104,0.16938110749185667,0.4473780682993596,0.6730769230769231,0.22569885477756352
seed_2025,suffix_1_to_2,spectral_only,full,raw,6,0.5,0.6,79,0.12866449511400652,0.5440597330096609,0.8354430379746836,0.2913833049650226
seed_2025,suffix_1_to_2,spectral_only,full,raw,7,0.6,0.7,44,0.07166123778501629,0.6553179315382549,0.8181818181818182,0.16286388664356333
seed_2025,suffix_1_to_2,spectral_only,full,raw,8,0.7,0.8,21,0.03420195439739414,0.7361371123323914,1.0,0.26386288766760857
seed_2025,suffix_1_to_2,spectral_only,full,raw,9,0.8,0.9,2,0.003257328990228013,0.8195946324594117,0.5,0.31959463245941166
seed_2025,suffix_1_to_2,spectral_only,full,raw,10,0.9,1.0,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,3,0.2,0.3,249,0.40553745928338764,0.2618463773349089,0.3413654618473896,0.07951908451248069
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,4,0.3,0.4,54,0.08794788273615635,0.33515884186980816,0.4074074074074074,0.07224856553759923
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,5,0.4,0.5,30,0.048859934853420196,0.45122164897349654,0.26666666666666666,0.18455498230682987
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,6,0.5,0.6,79,0.12866449511400652,0.5554484951381552,0.6075949367088608,0.05214644157070558
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,7,0.6,0.7,97,0.15798045602605862,0.6528743600412518,0.6804123711340206,0.027538011092768877
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,8,0.7,0.8,66,0.10749185667752444,0.7436386772777531,0.8787878787878788,0.13514920151012566
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,9,0.8,0.9,32,0.05211726384364821,0.844501247405057,0.90625,0.061748752594942946
seed_2025,suffix_1_to_2,spectral_only,full,temperature_scaled,10,0.9,1.0,7,0.011400651465798045,0.9274972095357114,0.8571428571428571,0.07035435239285426
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,4,0.3,0.4,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,5,0.4,0.5,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,6,0.5,0.6,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,7,0.6,0.7,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,8,0.7,0.8,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,9,0.8,0.9,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,raw,10,0.9,1.0,614,1.0,0.9665636698714086,0.08794788273615635,0.8786157871352522
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,4,0.3,0.4,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,5,0.4,0.5,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,6,0.5,0.6,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,7,0.6,0.7,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,8,0.7,0.8,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,10,0.9,1.0,614,1.0,0.9988228517214355,0.08794788273615635,0.9108749689852791
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,2,0.1,0.2,3,0.004885993485342019,0.19779039877235935,0.6666666666666666,0.46887626789430725
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,3,0.2,0.3,303,0.49348534201954397,0.22943603201547677,0.3465346534653465,0.11709862144986974
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,4,0.3,0.4,58,0.09446254071661238,0.3510081712336014,0.3620689655172414,0.011060794283639985
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,5,0.4,0.5,104,0.16938110749185667,0.4473780682993596,0.6730769230769231,0.22569885477756352
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,6,0.5,0.6,79,0.12866449511400652,0.5440597330096609,0.8354430379746836,0.2913833049650226
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,7,0.6,0.7,44,0.07166123778501629,0.6553179315382549,0.8181818181818182,0.16286388664356333
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,8,0.7,0.8,21,0.03420195439739414,0.7361371123323914,1.0,0.26386288766760857
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,9,0.8,0.9,2,0.003257328990228013,0.8195946324594117,0.5,0.31959463245941166
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,raw,10,0.9,1.0,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,3,0.2,0.3,249,0.40553745928338764,0.2618463773349089,0.3413654618473896,0.07951908451248069
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,4,0.3,0.4,54,0.08794788273615635,0.33515884186980816,0.4074074074074074,0.07224856553759923
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,5,0.4,0.5,30,0.048859934853420196,0.45122164897349654,0.26666666666666666,0.18455498230682987
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,6,0.5,0.6,79,0.12866449511400652,0.5554484951381552,0.6075949367088608,0.05214644157070558
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,7,0.6,0.7,97,0.15798045602605862,0.6528743600412518,0.6804123711340206,0.027538011092768877
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,8,0.7,0.8,66,0.10749185667752444,0.7436386772777531,0.8787878787878788,0.13514920151012566
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,9,0.8,0.9,32,0.05211726384364821,0.844501247405057,0.90625,0.061748752594942946
seed_2025,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,10,0.9,1.0,7,0.011400651465798045,0.9274972095357114,0.8571428571428571,0.07035435239285426
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,2,0.1,0.2,3,0.004885993485342019,0.19779039877235935,0.6666666666666666,0.46887626789430725
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,3,0.2,0.3,303,0.49348534201954397,0.22943603201547677,0.3465346534653465,0.11709862144986974
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,4,0.3,0.4,58,0.09446254071661238,0.3510081712336014,0.3620689655172414,0.011060794283639985
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,5,0.4,0.5,104,0.16938110749185667,0.4473780682993596,0.6730769230769231,0.22569885477756352
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,6,0.5,0.6,79,0.12866449511400652,0.5440597330096609,0.8354430379746836,0.2913833049650226
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,7,0.6,0.7,44,0.07166123778501629,0.6553179315382549,0.8181818181818182,0.16286388664356333
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,8,0.7,0.8,21,0.03420195439739414,0.7361371123323914,1.0,0.26386288766760857
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,9,0.8,0.9,2,0.003257328990228013,0.8195946324594117,0.5,0.31959463245941166
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,raw,10,0.9,1.0,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,temperature_scaled,3,0.2,0.3,249,0.40553745928338764,0.2618463773349089,0.3413654618473896,0.07951908451248069
seed_2025,suffix_1_to_2,spectral_only,spatial_shuffle,temperature_scaled,4,0.3,0.4,54,0.08794788273615635,0.33515884186980816,0.4074074074074074,0.07224856553759923
